# padog.py 姿态表/插值 golden vectors
# 参考值 = 真版 padog.py 命名空间（load_padog_ns），时钟由 mpy_stubs.install_controllable_clock() 钉死
# 列: fn,param,init_1p..init_4s(12),deg0..deg11(12),duty0..duty11(12)
# fn=0: _apply_pose_blend(_stand_pose(), _sit_pose(), param)
# fn=1: _apply_stand_angles_direct()      fn=2: _apply_sit_angles_direct()
# deg  = 原代码传给 PA_SERVO.angle() 的角度（未过占空比夹限），C 侧按 **0 容差**比
# duty = 它最终写进寄存器的占空比计数
# param 只取二进制精确值、sit 偏移全是 4 的倍数 => 插值 float/double 逐位相同
# init 列序 = 腿1..腿4 x (髋,大腿,小腿)，与 config_s.py 一致
# init set: real config_s.py
0,1.500000,11,22,33,44,55,66,77,88,99,111,122,133,7.000000,6.000000,21.000000,111.000000,94.000000,157.000000,48.000000,71.000000,78.000000,77.000000,116.000000,75.000000,117,115,149,354,315,458,211,263,279,276,365,272
1,0.000000,11,22,33,44,55,66,77,88,99,111,122,133,11.000000,22.000000,33.000000,111.000000,122.000000,133.000000,44.000000,55.000000,66.000000,77.000000,88.000000,99.000000,126,151,176,354,379,404,201,226,251,276,301,326
2,0.000000,11,22,33,44,55,66,77,88,99,111,122,133,7.000000,6.000000,21.000000,111.000000,94.000000,157.000000,48.000000,71.000000,78.000000,77.000000,116.000000,75.000000,117,115,149,354,315,458,211,263,279,276,365,272
# init set: out of range on both sides
0,-0.500000,200,-10,190,96,91,185,108,-40,68,-25,98,102,180.000000,0.000000,180.000000,0.000000,98.000000,102.000000,96.000000,91.000000,180.000000,108.000000,0.000000,68.000000,511,102,511,102,324,333,320,308,511,347,102,256
0,0.000000,200,-10,190,96,91,185,108,-40,68,-25,98,102,180.000000,0.000000,180.000000,0.000000,98.000000,102.000000,96.000000,91.000000,180.000000,108.000000,0.000000,68.000000,511,102,511,102,324,333,320,308,511,347,102,256
0,0.250000,200,-10,190,96,91,185,108,-40,68,-25,98,102,180.000000,0.000000,180.000000,0.000000,91.000000,108.000000,97.000000,95.000000,180.000000,108.000000,0.000000,62.000000,511,102,511,102,308,347,322,317,511,347,102,242
0,0.500000,200,-10,190,96,91,185,108,-40,68,-25,98,102,180.000000,0.000000,180.000000,0.000000,84.000000,114.000000,98.000000,99.000000,180.000000,108.000000,0.000000,56.000000,511,102,511,102,292,361,324,326,511,347,102,229
0,0.750000,200,-10,190,96,91,185,108,-40,68,-25,98,102,180.000000,0.000000,180.000000,0.000000,77.000000,120.000000,99.000000,103.000000,180.000000,108.000000,0.000000,50.000000,511,102,511,102,276,374,326,336,511,347,102,215
0,1.000000,200,-10,190,96,91,185,108,-40,68,-25,98,102,180.000000,0.000000,178.000000,0.000000,70.000000,126.000000,100.000000,107.000000,180.000000,108.000000,0.000000,44.000000,511,102,506,102,261,388,329,345,511,347,102,201
0,1.500000,200,-10,190,96,91,185,108,-40,68,-25,98,102,180.000000,0.000000,178.000000,0.000000,70.000000,126.000000,100.000000,107.000000,180.000000,108.000000,0.000000,44.000000,511,102,506,102,261,388,329,345,511,347,102,201
1,0.000000,200,-10,190,96,91,185,108,-40,68,-25,98,102,180.000000,-10.000000,190.000000,0.000000,98.000000,102.000000,96.000000,91.000000,185.000000,108.000000,-40.000000,68.000000,511,102,511,102,324,333,320,308,511,347,102,256
2,0.000000,200,-10,190,96,91,185,108,-40,68,-25,98,102,180.000000,0.000000,178.000000,0.000000,70.000000,126.000000,100.000000,107.000000,180.000000,108.000000,0.000000,44.000000,511,102,506,102,261,388,329,345,511,347,102,201
