# PA_WALK.cal_w golden vectors
# 由 tools/golden/gen_golden.py 从 micropython/PA_WALK.py 直接 exec 生成
# 列: ts,faai,cg_x,cg_y,l,xf,h,t,r1,r4,r2,r3,body_h,gyro,x1,x2,x3,x4,y1,y2,y3,y4,gpit,grol,gx
# gpit/grol/gx 是原实现 padog.gesture(0, int(CG_X), int(yst)) 的三个实参
# grol = int(cg_x) 向零截断；gx = int(yst)，注意不是四舍五入
ts,faai,cg_x,cg_y,l,xf,h,t,r1,r4,r2,r3,body_h,gyro,x1,x2,x3,x4,y1,y2,y3,y4,gpit,grol,gx
1.000000,0.300000,0.0000,28.0,230.0,0.000000,38.700000,0.360000,1.0000,-2.0000,-1.0000,0.5000,110.0,0.0,-0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000,13.370521159,0.000000000,0.000000000,0,0,-29
1.000000,0.300000,-7.5000,28.0,230.0,38.200000,60.000000,0.360000,1.0000,-2.0000,-1.0000,0.5000,140.0,-3.0,-34.762000000,-10.861910879,-0.191000000,35.144000000,0.000000000,20.729490169,0.000000000,0.000000000,0,-7,-40
1.000000,0.300000,0.0000,28.0,230.0,0.000000,38.700000,0.600000,1.0000,1.0000,1.0000,1.0000,110.0,0.0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0,85
1.000000,0.300000,-7.5000,28.0,230.0,38.200000,60.000000,0.600000,1.0000,1.0000,1.0000,1.0000,140.0,-3.0,-21.010000000,-38.200000000,13.370000000,-3.820000000,0.000000000,0.000000000,0.000000000,0.000000000,0,-7,84
1.000000,0.300000,0.0000,28.0,230.0,0.000000,38.700000,0.600000,1.0000,-2.0000,-1.0000,0.5000,110.0,0.0,-0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0,85
1.000000,0.300000,-7.5000,28.0,230.0,38.200000,60.000000,0.600000,1.0000,-2.0000,-1.0000,0.5000,140.0,-3.0,-21.010000000,38.200000000,6.685000000,7.640000000,0.000000000,0.000000000,0.000000000,0.000000000,0,-7,84
1.000000,0.300000,0.0000,28.0,230.0,0.000000,38.700000,0.840000,1.0000,1.0000,1.0000,1.0000,110.0,0.0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,13.370521159,0.000000000,0,0,85
1.000000,0.300000,-7.5000,28.0,230.0,38.200000,60.000000,0.840000,1.0000,1.0000,1.0000,1.0000,140.0,-3.0,-7.258000000,-24.448000000,-35.691910879,9.932000000,0.000000000,0.000000000,20.729490169,0.000000000,0,-7,84
1.000000,0.300000,0.0000,28.0,230.0,0.000000,38.700000,0.840000,1.0000,-2.0000,-1.0000,0.5000,110.0,0.0,-0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,13.370521159,0.000000000,0,0,85
1.000000,0.300000,-7.5000,28.0,230.0,38.200000,60.000000,0.840000,1.0000,-2.0000,-1.0000,0.5000,140.0,-3.0,-7.258000000,24.448000000,-17.845955440,-19.864000000,0.000000000,0.000000000,20.729490169,0.000000000,0,-7,84
1.000000,0.300000,0.0000,28.0,230.0,0.000000,38.700000,1.080000,1.0000,1.0000,1.0000,1.0000,110.0,0.0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,35.004478841,0,0,85
1.000000,0.300000,-7.5000,28.0,230.0,38.200000,60.000000,1.080000,1.0000,1.0000,1.0000,1.0000,140.0,-3.0,6.494000000,-10.696000000,-27.886000000,-22.396318236,0.000000000,0.000000000,0.000000000,54.270509831,0,-7,84
1.000000,0.300000,0.0000,28.0,230.0,0.000000,38.700000,1.080000,1.0000,-2.0000,-1.0000,0.5000,110.0,0.0,-0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,35.004478841,0,0,85
1.000000,0.300000,-7.5000,28.0,230.0,38.200000,60.000000,1.080000,1.0000,-2.0000,-1.0000,0.5000,140.0,-3.0,6.494000000,10.696000000,-13.943000000,44.792636473,0.000000000,0.000000000,0.000000000,54.270509831,0,-7,84
1.000000,0.300000,0.0000,28.0,230.0,0.000000,38.700000,1.198800,1.0000,1.0000,1.0000,1.0000,110.0,0.0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.006110937,0,0,85
1.000000,0.300000,-7.5000,28.0,230.0,38.200000,60.000000,1.198800,1.0000,1.0000,1.0000,1.0000,140.0,-3.0,13.301240000,-3.888760000,-21.078760000,-38.199978284,0.000000000,0.000000000,0.000000000,0.009474322,0,-7,84
1.000000,0.300000,0.0000,28.0,230.0,0.000000,38.700000,1.198800,1.0000,-2.0000,-1.0000,0.5000,110.0,0.0,-0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.006110937,0,0,85
1.000000,0.300000,-7.5000,28.0,230.0,38.200000,60.000000,1.198800,1.0000,-2.0000,-1.0000,0.5000,140.0,-3.0,13.301240000,3.888760000,-10.539380000,76.399956569,0.000000000,0.000000000,0.000000000,0.009474322,0,-7,84
1.000000,0.420000,0.0000,28.0,230.0,0.000000,38.700000,0.000000,1.0000,1.0000,1.0000,1.0000,110.0,0.0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0,-29
1.000000,0.420000,-7.5000,28.0,230.0,38.200000,60.000000,0.000000,1.0000,1.0000,1.0000,1.0000,140.0,-3.0,13.370000000,-3.820000000,-21.010000000,-38.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0,-7,-40
1.000000,0.420000,0.0000,28.0,230.0,0.000000,38.700000,0.000000,1.0000,-2.0000,-1.0000,0.5000,110.0,0.0,-0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0,-29
1.000000,0.420000,-7.5000,28.0,230.0,38.200000,60.000000,0.000000,1.0000,-2.0000,-1.0000,0.5000,140.0,-3.0,13.370000000,3.820000000,-10.505000000,76.400000000,0.000000000,0.000000000,0.000000000,0.000000000,0,-7,-40
1.000000,0.420000,0.0000,28.0,230.0,0.000000,38.700000,0.168000,1.0000,1.0000,1.0000,1.0000,110.0,0.0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,35.004478841,0.000000000,0.000000000,0.000000000,0,0,-29
1.000000,0.420000,-7.5000,28.0,230.0,38.200000,60.000000,0.168000,1.0000,1.0000,1.0000,1.0000,140.0,-3.0,-2.433681764,3.056000000,-14.134000000,-31.324000000,54.270509831,0.000000000,0.000000000,0.000000000,0,-7,-40
1.000000,0.420000,0.0000,28.0,230.0,0.000000,38.700000,0.168000,1.0000,-2.0000,-1.0000,0.5000,110.0,0.0,-0.000000000,0.000000000,-0.000000000,0.000000000,35.004478841,0.000000000,0.000000000,0.000000000,0,0,-29
1.000000,0.420000,-7.5000,28.0,230.0,38.200000,60.000000,0.168000,1.0000,-2.0000,-1.0000,0.5000,140.0,-3.0,-2.433681764,-3.056000000,-7.067000000,62.648000000,54.270509831,0.000000000,0.000000000,0.000000000,0,-7,-40
1.000000,0.420000,0.0000,28.0,230.0,0.000000,38.700000,0.504000,1.0000,1.0000,1.0000,1.0000,110.0,0.0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,13.370521159,0.000000000,0.000000000,0,0,-29
1.000000,0.420000,-7.5000,28.0,230.0,38.200000,60.000000,0.504000,1.0000,1.0000,1.0000,1.0000,140.0,-3.0,-34.762000000,10.861910879,-0.382000000,-17.572000000,0.000000000,20.729490169,0.000000000,0.000000000,0,-7,-40
1.000000,0.420000,0.0000,28.0,230.0,0.000000,38.700000,0.504000,1.0000,-2.0000,-1.0000,0.5000,110.0,0.0,-0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000,13.370521159,0.000000000,0.000000000,0,0,-29
1.000000,0.420000,-7.5000,28.0,230.0,38.200000,60.000000,0.504000,1.0000,-2.0000,-1.0000,0.5000,140.0,-3.0,-34.762000000,-10.861910879,-0.191000000,35.144000000,0.000000000,20.729490169,0.000000000,0.000000000,0,-7,-40
1.000000,0.420000,0.0000,28.0,230.0,0.000000,38.700000,0.840000,1.0000,1.0000,1.0000,1.0000,110.0,0.0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0,85
1.000000,0.420000,-7.5000,28.0,230.0,38.200000,60.000000,0.840000,1.0000,1.0000,1.0000,1.0000,140.0,-3.0,-21.010000000,-38.200000000,13.370000000,-3.820000000,0.000000000,0.000000000,0.000000000,0.000000000,0,-7,84
1.000000,0.420000,0.0000,28.0,230.0,0.000000,38.700000,0.840000,1.0000,-2.0000,-1.0000,0.5000,110.0,0.0,-0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0,85
1.000000,0.420000,-7.5000,28.0,230.0,38.200000,60.000000,0.840000,1.0000,-2.0000,-1.0000,0.5000,140.0,-3.0,-21.010000000,38.200000000,6.685000000,7.640000000,0.000000000,0.000000000,0.000000000,0.000000000,0,-7,84
1.000000,0.420000,0.0000,28.0,230.0,0.000000,38.700000,1.176000,1.0000,1.0000,1.0000,1.0000,110.0,0.0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,13.370521159,0.000000000,0,0,85
1.000000,0.420000,-7.5000,28.0,230.0,38.200000,60.000000,1.176000,1.0000,1.0000,1.0000,1.0000,140.0,-3.0,-7.258000000,-24.448000000,-35.691910879,9.932000000,0.000000000,0.000000000,20.729490169,0.000000000,0,-7,84
1.000000,0.420000,0.0000,28.0,230.0,0.000000,38.700000,1.176000,1.0000,-2.0000,-1.0000,0.5000,110.0,0.0,-0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,13.370521159,0.000000000,0,0,85
1.000000,0.420000,-7.5000,28.0,230.0,38.200000,60.000000,1.176000,1.0000,-2.0000,-1.0000,0.5000,140.0,-3.0,-7.258000000,24.448000000,-17.845955440,-19.864000000,0.000000000,0.000000000,20.729490169,0.000000000,0,-7,84
1.000000,0.420000,0.0000,28.0,230.0,0.000000,38.700000,1.512000,1.0000,1.0000,1.0000,1.0000,110.0,0.0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,35.004478841,0,0,85
1.000000,0.420000,-7.5000,28.0,230.0,38.200000,60.000000,1.512000,1.0000,1.0000,1.0000,1.0000,140.0,-3.0,6.494000000,-10.696000000,-27.886000000,-22.396318236,0.000000000,0.000000000,0.000000000,54.270509831,0,-7,84
1.000000,0.420000,0.0000,28.0,230.0,0.000000,38.700000,1.512000,1.0000,-2.0000,-1.0000,0.5000,110.0,0.0,-0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,35.004478841,0,0,85
1.000000,0.420000,-7.5000,28.0,230.0,38.200000,60.000000,1.512000,1.0000,-2.0000,-1.0000,0.5000,140.0,-3.0,6.494000000,10.696000000,-13.943000000,44.792636473,0.000000000,0.000000000,0.000000000,54.270509831,0,-7,84
1.000000,0.420000,0.0000,28.0,230.0,0.000000,38.700000,1.678320,1.0000,1.0000,1.0000,1.0000,110.0,0.0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.006110937,0,0,85
1.000000,0.420000,-7.5000,28.0,230.0,38.200000,60.000000,1.678320,1.0000,1.0000,1.0000,1.0000,140.0,-3.0,13.301240000,-3.888760000,-21.078760000,-38.199978284,0.000000000,0.000000000,0.000000000,0.009474322,0,-7,84
1.000000,0.420000,0.0000,28.0,230.0,0.000000,38.700000,1.678320,1.0000,-2.0000,-1.0000,0.5000,110.0,0.0,-0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.006110937,0,0,85
1.000000,0.420000,-7.5000,28.0,230.0,38.200000,60.000000,1.678320,1.0000,-2.0000,-1.0000,0.5000,140.0,-3.0,13.301240000,3.888760000,-10.539380000,76.399956569,0.000000000,0.000000000,0.000000000,0.009474322,0,-7,84
1.000000,0.500000,0.0000,28.0,230.0,0.000000,38.700000,0.000000,1.0000,1.0000,1.0000,1.0000,110.0,0.0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0,-29
1.000000,0.500000,-7.5000,28.0,230.0,38.200000,60.000000,0.000000,1.0000,1.0000,1.0000,1.0000,140.0,-3.0,13.370000000,-3.820000000,-21.010000000,-38.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0,-7,-40
1.000000,0.500000,0.0000,28.0,230.0,0.000000,38.700000,0.000000,1.0000,-2.0000,-1.0000,0.5000,110.0,0.0,-0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0,-29
1.000000,0.500000,-7.5000,28.0,230.0,38.200000,60.000000,0.000000,1.0000,-2.0000,-1.0000,0.5000,140.0,-3.0,13.370000000,3.820000000,-10.505000000,76.400000000,0.000000000,0.000000000,0.000000000,0.000000000,0,-7,-40
1.000000,0.500000,0.0000,28.0,230.0,0.000000,38.700000,0.200000,1.0000,1.0000,1.0000,1.0000,110.0,0.0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,35.004478841,0.000000000,0.000000000,0.000000000,0,0,-29
1.000000,0.500000,-7.5000,28.0,230.0,38.200000,60.000000,0.200000,1.0000,1.0000,1.0000,1.0000,140.0,-3.0,-2.433681764,3.056000000,-14.134000000,-31.324000000,54.270509831,0.000000000,0.000000000,0.000000000,0,-7,-40
1.000000,0.500000,0.0000,28.0,230.0,0.000000,38.700000,0.200000,1.0000,-2.0000,-1.0000,0.5000,110.0,0.0,-0.000000000,0.000000000,-0.000000000,0.000000000,35.004478841,0.000000000,0.000000000,0.000000000,0,0,-29
1.000000,0.500000,-7.5000,28.0,230.0,38.200000,60.000000,0.200000,1.0000,-2.0000,-1.0000,0.5000,140.0,-3.0,-2.433681764,-3.056000000,-7.067000000,62.648000000,54.270509831,0.000000000,0.000000000,0.000000000,0,-7,-40
1.000000,0.500000,0.0000,28.0,230.0,0.000000,38.700000,0.600000,1.0000,1.0000,1.0000,1.0000,110.0,0.0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,13.370521159,0.000000000,0.000000000,0,0,-29
1.000000,0.500000,-7.5000,28.0,230.0,38.200000,60.000000,0.600000,1.0000,1.0000,1.0000,1.0000,140.0,-3.0,-34.762000000,10.861910879,-0.382000000,-17.572000000,0.000000000,20.729490169,0.000000000,0.000000000,0,-7,-40
1.000000,0.500000,0.0000,28.0,230.0,0.000000,38.700000,0.600000,1.0000,-2.0000,-1.0000,0.5000,110.0,0.0,-0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000,13.370521159,0.000000000,0.000000000,0,0,-29
1.000000,0.500000,-7.5000,28.0,230.0,38.200000,60.000000,0.600000,1.0000,-2.0000,-1.0000,0.5000,140.0,-3.0,-34.762000000,-10.861910879,-0.191000000,35.144000000,0.000000000,20.729490169,0.000000000,0.000000000,0,-7,-40
1.000000,0.500000,0.0000,28.0,230.0,0.000000,38.700000,1.000000,1.0000,1.0000,1.0000,1.0000,110.0,0.0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0,85
1.000000,0.500000,-7.5000,28.0,230.0,38.200000,60.000000,1.000000,1.0000,1.0000,1.0000,1.0000,140.0,-3.0,-21.010000000,-38.200000000,13.370000000,-3.820000000,0.000000000,0.000000000,0.000000000,0.000000000,0,-7,84
1.000000,0.500000,0.0000,28.0,230.0,0.000000,38.700000,1.000000,1.0000,-2.0000,-1.0000,0.5000,110.0,0.0,-0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0,85
1.000000,0.500000,-7.5000,28.0,230.0,38.200000,60.000000,1.000000,1.0000,-2.0000,-1.0000,0.5000,140.0,-3.0,-21.010000000,38.200000000,6.685000000,7.640000000,0.000000000,0.000000000,0.000000000,0.000000000,0,-7,84
1.000000,0.500000,0.0000,28.0,230.0,0.000000,38.700000,1.400000,1.0000,1.0000,1.0000,1.0000,110.0,0.0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,13.370521159,0.000000000,0,0,85
1.000000,0.500000,-7.5000,28.0,230.0,38.200000,60.000000,1.400000,1.0000,1.0000,1.0000,1.0000,140.0,-3.0,-7.258000000,-24.448000000,-35.691910879,9.932000000,0.000000000,0.000000000,20.729490169,0.000000000,0,-7,84
1.000000,0.500000,0.0000,28.0,230.0,0.000000,38.700000,1.400000,1.0000,-2.0000,-1.0000,0.5000,110.0,0.0,-0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,13.370521159,0.000000000,0,0,85
1.000000,0.500000,-7.5000,28.0,230.0,38.200000,60.000000,1.400000,1.0000,-2.0000,-1.0000,0.5000,140.0,-3.0,-7.258000000,24.448000000,-17.845955440,-19.864000000,0.000000000,0.000000000,20.729490169,0.000000000,0,-7,84
1.000000,0.500000,0.0000,28.0,230.0,0.000000,38.700000,1.800000,1.0000,1.0000,1.0000,1.0000,110.0,0.0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,35.004478841,0,0,85
1.000000,0.500000,-7.5000,28.0,230.0,38.200000,60.000000,1.800000,1.0000,1.0000,1.0000,1.0000,140.0,-3.0,6.494000000,-10.696000000,-27.886000000,-22.396318236,0.000000000,0.000000000,0.000000000,54.270509831,0,-7,84
1.000000,0.500000,0.0000,28.0,230.0,0.000000,38.700000,1.800000,1.0000,-2.0000,-1.0000,0.5000,110.0,0.0,-0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,35.004478841,0,0,85
1.000000,0.500000,-7.5000,28.0,230.0,38.200000,60.000000,1.800000,1.0000,-2.0000,-1.0000,0.5000,140.0,-3.0,6.494000000,10.696000000,-13.943000000,44.792636473,0.000000000,0.000000000,0.000000000,54.270509831,0,-7,84
1.000000,0.500000,0.0000,28.0,230.0,0.000000,38.700000,1.998000,1.0000,1.0000,1.0000,1.0000,110.0,0.0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.006110937,0,0,85
1.000000,0.500000,-7.5000,28.0,230.0,38.200000,60.000000,1.998000,1.0000,1.0000,1.0000,1.0000,140.0,-3.0,13.301240000,-3.888760000,-21.078760000,-38.199978284,0.000000000,0.000000000,0.000000000,0.009474322,0,-7,84
1.000000,0.500000,0.0000,28.0,230.0,0.000000,38.700000,1.998000,1.0000,-2.0000,-1.0000,0.5000,110.0,0.0,-0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.006110937,0,0,85
1.000000,0.500000,-7.5000,28.0,230.0,38.200000,60.000000,1.998000,1.0000,-2.0000,-1.0000,0.5000,140.0,-3.0,13.301240000,3.888760000,-10.539380000,76.399956569,0.000000000,0.000000000,0.000000000,0.009474322,0,-7,84
1.000000,0.500000,0.0000,28.0,230.0,38.200000,65.000000,1.343758,1.0000,1.0000,1.0000,1.0000,110.0,5.0,-9.191599960,-26.381599960,-29.668368354,7.998400040,0.000000000,0.000000000,44.934192938,0.000000000,0,0,109
1.000000,0.500000,0.0000,28.0,230.0,60.000000,38.700000,1.288581,-1.5000,-1.5000,1.0000,1.0000,180.0,5.0,26.124939000,-44.416626000,-31.758253459,-14.375061000,0.000000000,0.000000000,36.470055433,0.000000000,0,0,124
1.000000,0.500000,12.0000,28.0,230.0,0.000000,38.700000,0.828504,1.0000,1.0000,1.0000,1.0000,180.0,5.0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,30.023536328,0.000000000,0.000000000,0,12,-5
1.000000,0.500000,30.0000,28.0,230.0,20.000000,38.700000,1.336279,0.0000,0.0000,1.0000,-1.0000,140.0,2.0,-0.000000000,-13.946978000,14.957501577,0.000000000,0.000000000,0.000000000,28.398209326,0.000000000,0,30,97
1.000000,0.300000,0.0000,28.0,230.0,38.200000,38.700000,0.468666,0.0000,0.0000,1.0000,-1.0000,110.0,-3.0,-0.000000000,-18.751260447,-5.844561800,-0.000000000,0.000000000,37.240068705,0.000000000,0.000000000,0,0,-38
1.000000,0.420000,-7.5000,28.0,230.0,0.000000,50.000000,0.345143,1.0000,-2.0000,-1.0000,0.5000,180.0,0.0,-0.000000000,0.000000000,-0.000000000,0.000000000,14.104745875,0.000000000,0.000000000,0.000000000,0,-7,-29
1.000000,0.300000,0.0000,28.0,230.0,60.000000,38.700000,0.851150,1.0000,-2.0000,-1.0000,0.5000,110.0,0.0,-10.396500000,37.396500000,-28.908218493,-33.207000000,0.000000000,0.000000000,9.274229482,0.000000000,0,0,100
1.000000,0.300000,12.0000,28.0,230.0,60.000000,38.700000,1.115193,1.0000,1.0000,1.0000,1.0000,180.0,2.0,13.367370000,-13.632630000,-40.632630000,-49.722680315,0.000000000,0.000000000,0.000000000,23.296551539,0,12,109
1.000000,0.500000,0.0000,28.0,230.0,38.200000,38.700000,0.946634,0.0000,0.0000,1.0000,-1.0000,140.0,5.0,-0.000000000,-37.796615984,-11.535276920,-0.000000000,0.000000000,4.190466781,0.000000000,0.000000000,0,0,-11
1.000000,0.420000,-7.5000,28.0,230.0,20.000000,38.700000,1.382332,1.0000,-2.0000,-1.0000,0.5000,180.0,0.0,0.621400000,8.378600000,-8.689300000,-6.578685242,0.000000000,0.000000000,0.000000000,24.311157991,0,-7,90
1.000000,0.300000,-7.5000,28.0,230.0,60.000000,38.700000,0.436154,1.0000,1.0000,1.0000,1.0000,140.0,0.0,-47.746140000,-12.075336682,6.253860000,-20.746140000,0.000000000,37.892074621,0.000000000,0.000000000,0,-7,-29
1.000000,0.300000,0.0000,28.0,230.0,-30.000000,50.000000,0.744612,1.0000,1.0000,1.0000,1.0000,180.0,0.0,9.992460000,23.492460000,8.296782787,-3.507540000,0.000000000,0.000000000,49.840991076,0.000000000,0,0,78
1.000000,0.500000,12.0000,28.0,230.0,60.000000,50.000000,1.355816,0.0000,0.0000,1.0000,-1.0000,180.0,2.0,-0.000000000,-40.785936000,49.160948406,0.000000000,0.000000000,0.000000000,30.968624539,0.000000000,0,12,109
1.000000,0.420000,0.0000,28.0,230.0,-30.000000,38.700000,0.059628,1.0000,1.0000,1.0000,1.0000,180.0,0.0,-9.767223727,1.083385714,14.583385714,28.083385714,7.201468207,0.000000000,0.000000000,0.000000000,0,0,-29
1.000000,0.420000,0.0000,28.0,230.0,0.000000,65.000000,0.249539,-1.5000,-1.5000,1.0000,1.0000,110.0,-3.0,0.000000000,-0.000000000,-0.000000000,0.000000000,59.478381826,0.000000000,0.000000000,0.000000000,0,0,-38
1.000000,0.420000,-7.5000,28.0,230.0,0.000000,50.000000,0.213467,-1.5000,-1.5000,1.0000,1.0000,110.0,-3.0,0.000000000,-0.000000000,-0.000000000,0.000000000,49.966381255,0.000000000,0.000000000,0.000000000,0,-7,-38
1.000000,0.420000,30.0000,28.0,230.0,60.000000,50.000000,1.363952,0.0000,0.0000,1.0000,-1.0000,110.0,-3.0,0.000000000,-26.317371429,53.317371429,0.000000000,0.000000000,0.000000000,0.000000000,24.608064973,0,30,91
1.000000,0.420000,0.0000,28.0,230.0,-30.000000,38.700000,0.031431,1.0000,-2.0000,-1.0000,0.5000,110.0,0.0,-10.389544340,-1.989717857,7.744858929,-57.979435714,2.099965030,0.000000000,0.000000000,0.000000000,0,0,-29
1.000000,0.300000,12.0000,28.0,230.0,38.200000,50.000000,0.646462,1.0000,1.0000,1.0000,1.0000,110.0,5.0,-18.347727400,-35.537727400,12.167871816,-1.157727400,0.000000000,0.000000000,10.931463788,0.000000000,0,12,109
1.000000,0.420000,0.0000,28.0,230.0,38.200000,50.000000,0.443147,-1.5000,-1.5000,1.0000,1.0000,180.0,2.0,55.878939536,13.313540409,-2.872626357,30.093939536,0.000000000,1.483940911,0.000000000,0.000000000,0,0,-20
1.000000,0.300000,-7.5000,28.0,230.0,-30.000000,65.000000,0.156210,-1.5000,-1.5000,1.0000,1.0000,180.0,2.0,-17.136507593,-4.029450000,9.470550000,-34.455825000,64.725500541,0.000000000,0.000000000,0.000000000,0,-7,-20
1.000000,0.500000,-7.5000,28.0,230.0,-30.000000,38.700000,1.021991,1.0000,1.0000,1.0000,1.0000,180.0,-3.0,15.906243000,29.406243000,-10.477414486,2.406243000,0.000000000,0.000000000,0.734167337,0.000000000,0,-7,63
