0,6,-1000.0000,65,0,0,102
0,7,-1000.0000,65,1,0,102
0,8,-1000.0000,65,2,0,102
0,9,-1000.0000,65,3,0,102
0,10,-1000.0000,65,4,0,102
0,11,-1000.0000,65,5,0,102
0,0,84.0000,64,0,0,292
0,1,84.0000,64,1,0,292
0,2,84.0000,64,2,0,292
0,3,84.0000,64,3,0,292
0,4,84.0000,64,4,0,292
0,5,84.0000,64,5,0,292
0,6,84.0000,65,0,0,292
0,7,84.0000,65,1,0,292
0,8,84.0000,65,2,0,292
0,9,84.0000,65,3,0,292
0,10,84.0000,65,4,0,292
0,11,84.0000,65,5,0,292
0,0,92.0000,64,0,0,311
0,1,92.0000,64,1,0,311
0,2,92.0000,64,2,0,311
0,3,92.0000,64,3,0,311
0,4,92.0000,64,4,0,311
0,5,92.0000,64,5,0,311
0,6,92.0000,65,0,0,311
0,7,92.0000,65,1,0,311
0,8,92.0000,65,2,0,311
0,9,92.0000,65,3,0,311
0,10,92.0000,65,4,0,311
0,11,92.0000,65,5,0,311
0,0,102.0000,64,0,0,333
0,1,102.0000,64,1,0,333
0,2,102.0000,64,2,0,333
0,3,102.0000,64,3,0,333
0,4,102.0000,64,4,0,333
0,5,102.0000,64,5,0,333
0,6,102.0000,65,0,0,333
0,7,102.0000,65,1,0,333
0,8,102.0000,65,2,0,333
0,9,102.0000,65,3,0,333
0,10,102.0000,65,4,0,333
0,11,102.0000,65,5,0,333
0,0,68.0000,64,0,0,256
0,1,68.0000,64,1,0,256
0,2,68.0000,64,2,0,256
0,3,68.0000,64,3,0,256
0,4,68.0000,64,4,0,256
0,5,68.0000,64,5,0,256
0,6,68.0000,65,0,0,256
0,7,68.0000,65,1,0,256
0,8,68.0000,65,2,0,256
0,9,68.0000,65,3,0,256
0,10,68.0000,65,4,0,256
0,11,68.0000,65,5,0,256
0,0,37.1235,64,0,0,186
0,1,37.1235,64,1,0,186
0,2,37.1235,64,2,0,186
0,3,37.1235,64,3,0,186
0,4,37.1235,64,4,0,186
0,5,37.1235,64,5,0,186
0,6,37.1235,65,0,0,186
0,7,37.1235,65,1,0,186
0,8,37.1235,65,2,0,186
0,9,37.1235,65,3,0,186
0,10,37.1235,65,4,0,186
0,11,37.1235,65,5,0,186
0,0,143.9877,64,0,0,429
0,1,143.9877,64,1,0,429
0,2,143.9877,64,2,0,429
0,3,143.9877,64,3,0,429
0,4,143.9877,64,4,0,429
0,5,143.9877,64,5,0,429
0,6,143.9877,65,0,0,429
0,7,143.9877,65,1,0,429
0,8,143.9877,65,2,0,429
0,9,143.9877,65,3,0,429
0,10,143.9877,65,4,0,429
0,11,143.9877,65,5,0,429
1,0,0.0000,64,0,0,4096
1,5,0.0000,64,5,0,4096
1,6,0.0000,65,0,0,4096
1,11,0.0000,65,5,0,4096
1,0,1.0000,64,0,0,1
1,5,1.0000,64,5,0,1
1,6,1.0000,65,0,0,1
1,11,1.0000,65,5,0,1
1,0,101.0000,64,0,0,101
1,5,101.0000,64,5,0,101
1,6,101.0000,65,0,0,101
1,11,101.0000,65,5,0,101
1,0,102.0000,64,0,0,102
1,5,102.0000,64,5,0,102
1,6,102.0000,65,0,0,102
1,11,102.0000,65,5,0,102
1,0,103.0000,64,0,0,103
1,5,103.0000,64,5,0,103
1,6,103.0000,65,0,0,103
1,11,103.0000,65,5,0,103
1,0,255.0000,64,0,0,255
1,5,255.0000,64,5,0,255
1,6,255.0000,65,0,0,255
1,11,255.0000,65,5,0,255
1,0,511.0000,64,0,0,511
1,5,511.0000,64,5,0,511
1,6,511.0000,65,0,0,511
1,11,511.0000,65,5,0,511
1,0,512.0000,64,0,0,512
1,5,512.0000,64,5,0,512
1,6,512.0000,65,0,0,512
1,11,512.0000,65,5,0,512
1,0,2048.0000,64,0,0,2048
1,5,2048.0000,64,5,0,2048
1,6,2048.0000,65,0,0,2048
1,11,2048.0000,65,5,0,2048
1,0,4094.0000,64,0,0,4094
1,5,4094.0000,64,5,0,4094
1,6,4094.0000,65,0,0,4094
1,11,4094.0000,65,5,0,4094
1,0,4095.0000,64,0,4096,0
1,5,4095.0000,64,5,4096,0
1,6,4095.0000,65,0,4096,0
1,11,4095.0000,65,5,4096,0
