# PA_ATTITUDE.cal_ges golden vectors
# 由 tools/golden/gen_golden.py 从 micropython/PA_ATTITUDE.py 直接 exec 生成
# 列: pit,rol,l,b,w,x,hc,x1,x2,x3,x4,y1,y2,y3,y4
# 注意: 输出的 x3 对应腿4, x4 对应腿3（原实现交换过）
pit,rol,l,b,w,x,hc,x1,x2,x3,x4,y1,y2,y3,y4
5.548200,1.631600,230.000000,120.000000,220.000000,-24.870400,259.000000,25.409150155,25.409150155,24.331649845,24.331649845,-271.822424580,-268.405671365,-246.177575420,-249.594328635
4.163100,-8.903400,230.000000,120.000000,220.000000,25.141500,169.000000,-24.838065339,-24.838065339,-25.444934661,-25.444934661,-167.961791972,-186.534073501,-170.038208028,-151.465926499
-13.090900,6.944900,230.000000,120.000000,220.000000,-57.032100,200.000000,60.020725419,60.020725419,54.043474581,54.043474581,-181.398886732,-166.889113255,-218.601113268,-233.110886745
8.420400,-0.640800,230.000000,120.000000,220.000000,-0.370800,219.000000,1.610470352,1.610470352,-0.868870352,-0.868870352,-235.167969998,-236.510030401,-202.832030002,-201.489969599
-1.762500,3.503900,230.000000,120.000000,220.000000,-1.656900,259.000000,1.711305973,1.711305973,1.602494027,1.602494027,-259.136594411,-251.802616778,-258.863405589,-266.197383222
10.385400,10.225000,230.000000,120.000000,220.000000,-41.816500,169.000000,43.700494582,43.700494582,39.932505418,39.932505418,-200.052485262,-178.750786087,-137.947514738,-159.249213913
3.697800,11.204200,230.000000,120.000000,220.000000,-49.841200,200.000000,50.080619029,50.080619029,49.601780971,49.601780971,-218.933826877,-195.617075861,-181.066173123,-204.382924139
-2.057400,-5.664200,230.000000,120.000000,220.000000,53.205500,219.000000,-53.131366691,-53.131366691,-53.279633309,-53.279633309,-208.969699456,-220.813458490,-229.030300544,-217.186541510
0.621700,-12.461400,230.000000,120.000000,220.000000,57.072800,259.000000,-57.066030134,-57.066030134,-57.079569866,-57.079569866,-247.271500819,-273.165321269,-270.728499181,-244.834678731
-8.591400,-6.628800,230.000000,120.000000,220.000000,-5.174500,169.000000,6.464936285,6.464936285,3.884063715,3.884063715,-145.009162584,-158.861537731,-192.990837416,-179.138462269
-7.187300,-3.969800,230.000000,120.000000,220.000000,51.651800,200.000000,-50.748182659,-50.748182659,-52.555417341,-52.555417341,-181.492650010,-189.800329043,-218.507349990,-210.199670957
12.532100,8.520200,230.000000,120.000000,220.000000,41.201400,219.000000,-38.461478248,-38.461478248,-43.941321752,-43.941321752,-252.567544429,-234.788574119,-185.432455571,-203.211425881
-5.132300,4.025900,230.000000,120.000000,220.000000,-1.540600,259.000000,2.001658719,2.001658719,1.079541281,1.079541281,-252.950413303,-244.525524616,-265.049586697,-273.474475384
-14.599900,5.765900,230.000000,120.000000,220.000000,-21.357300,169.000000,25.070694801,25.070694801,17.643905199,17.643905199,-146.186726715,-134.131026456,-191.813273285,-203.868973544
-13.293400,-12.678100,230.000000,120.000000,220.000000,-15.220900,200.000000,18.302282893,18.302282893,12.139517107,12.139517107,-161.033489099,-187.370286606,-238.966510901,-212.629713394
-12.639500,-14.508900,230.000000,120.000000,220.000000,5.397400,219.000000,-2.610506213,-2.610506213,-8.184293787,-8.184293787,-179.606844360,-209.670490868,-258.393155640,-228.329509132
3.318000,-8.246800,230.000000,120.000000,220.000000,-19.442800,259.000000,19.635576446,19.635576446,19.250023554,19.250023554,-256.980863903,-274.193345808,-261.019136097,-243.806654192
-3.310600,-8.594200,230.000000,120.000000,220.000000,29.163700,169.000000,-28.971782239,-28.971782239,-29.355617761,-29.355617761,-153.467351162,-171.399581374,-184.532648838,-166.600418626
-7.285600,-11.766500,230.000000,120.000000,220.000000,-10.338700,200.000000,11.267170201,11.267170201,9.410229799,9.410229799,-173.487269275,-197.958111781,-226.512730725,-202.041888219
13.178900,2.998300,230.000000,120.000000,220.000000,-57.427200,219.000000,60.455963008,60.455963008,54.398436992,54.398436992,-248.321604704,-242.044845550,-189.678395296,-195.955154450
0.742200,1.081400,230.000000,120.000000,220.000000,-53.671500,259.000000,53.681148469,53.681148469,53.661851531,53.661851531,-261.621756094,-259.357011697,-256.378243906,-258.642988303
0.766600,4.506100,230.000000,120.000000,220.000000,46.710400,169.000000,-46.700106721,-46.700106721,-46.720693279,-46.720693279,-175.247776929,-165.819949068,-162.752223071,-172.180050932
6.422700,-9.191800,230.000000,120.000000,220.000000,39.071900,200.000000,-38.350123007,-38.350123007,-39.793676993,-39.793676993,-203.114621981,-222.283411190,-196.885378019,-177.716588810
-9.180000,-9.053900,230.000000,120.000000,220.000000,15.217200,219.000000,-13.744281609,-13.744281609,-16.690118391,-16.690118391,-191.440064364,-210.323689905,-246.559935636,-227.676310095
2.745400,-5.147200,230.000000,120.000000,220.000000,-29.719100,259.000000,29.851092952,29.851092952,29.587107048,29.587107048,-259.103162476,-269.868938556,-258.896837524,-248.131061444
10.966500,8.396100,230.000000,120.000000,220.000000,-35.256500,169.000000,37.356563430,37.356563430,33.156436570,33.156436570,-199.403496735,-181.881613864,-138.596503265,-156.118386136
11.089200,2.829800,230.000000,120.000000,220.000000,50.100000,200.000000,-47.952827651,-47.952827651,-52.247172349,-52.247172349,-225.053937590,-219.129627548,-174.946062410,-180.870372452
-13.125600,-1.816500,230.000000,120.000000,220.000000,-16.845600,219.000000,19.850020852,19.850020852,13.841179148,13.841179148,-190.996264692,-194.800096091,-247.003735308,-243.199903909
3.603100,-7.750100,230.000000,120.000000,220.000000,-55.354600,259.000000,55.581917088,55.581917088,55.127282912,55.127282912,-258.069945024,-274.252264183,-259.930054976,-243.747735817
10.551400,-0.225600,230.000000,120.000000,220.000000,36.171300,169.000000,-34.226768287,-34.226768287,-38.115831713,-38.115831713,-189.822105468,-190.294599782,-148.177894532,-147.705400218
0.345400,3.193100,230.000000,120.000000,220.000000,-8.345700,200.000000,8.347789613,8.347789613,8.343610387,8.343610387,-204.034257615,-197.350105857,-195.965742385,-202.649894143
-6.864800,13.266500,230.000000,120.000000,220.000000,-10.892300,219.000000,11.716739445,11.716739445,10.067860555,10.067860555,-219.390072790,-191.852389448,-218.609927210,-246.147610552
-4.475200,7.042700,230.000000,120.000000,220.000000,42.197400,259.000000,-41.846788082,-41.846788082,-42.548011918,-42.548011918,-257.451070897,-242.737989689,-260.548929103,-275.262010311
12.541200,-10.252900,230.000000,120.000000,220.000000,36.664300,169.000000,-33.920413601,-33.920413601,-39.408186399,-39.408186399,-182.892932382,-204.252134624,-155.107067618,-133.747865376
4.928300,-5.971800,230.000000,120.000000,220.000000,19.058700,200.000000,-18.633543256,-18.633543256,-19.483856744,-19.483856744,-203.583587202,-216.068262882,-196.416412798,-183.931737118
14.794600,2.033200,230.000000,120.000000,220.000000,-24.378500,219.000000,28.191042157,28.191042157,20.565957843,20.565957843,-250.476010733,-246.218580276,-187.523989267,-191.781419724
1.480000,0.424400,230.000000,120.000000,220.000000,-35.161400,259.000000,35.199763822,35.199763822,35.123036178,35.123036178,-262.414565150,-261.525711997,-255.585434850,-256.474288003
1.565500,-5.899200,230.000000,120.000000,220.000000,30.483600,169.000000,-30.440675850,-30.440675850,-30.526524150,-30.526524150,-165.958412033,-178.291849806,-172.041587967,-159.708150194
-1.459900,-13.917900,230.000000,120.000000,220.000000,9.920200,200.000000,-9.882871091,-9.882871091,-9.957528909,-9.957528909,-182.724249705,-211.588005238,-217.275750295,-188.411994762
7.569000,7.196000,230.000000,120.000000,220.000000,54.899700,219.000000,-53.897699567,-53.897699567,-55.901700433,-55.901700433,-241.544333994,-226.512657524,-196.455666006,-211.487342476
-3.660300,-9.526100,230.000000,120.000000,220.000000,43.155300,259.000000,-42.920710681,-42.920710681,-43.389889319,-43.389889319,-241.829730590,-261.689355269,-276.170269410,-256.310644731
-9.222700,8.296900,230.000000,120.000000,220.000000,-28.080800,169.000000,29.567422904,29.567422904,26.594177096,26.594177096,-159.419758380,-142.103438905,-178.580241620,-195.896561095
2.070500,14.311200,230.000000,120.000000,220.000000,-17.041600,200.000000,17.116680263,17.116680263,16.966519737,16.966519737,-218.857225266,-189.194613886,-181.142774734,-210.805386114
-11.437900,-2.814400,230.000000,120.000000,220.000000,52.419200,219.000000,-50.135324591,-50.135324591,-54.703075409,-54.703075409,-193.276300630,-199.168396103,-244.723699370,-238.831603897
